Category,File Name,Title,Creator,Description,Keywords,Artwork_Type,SpacesSet
SET 05,7634754580.jpg,Chapel in the Cloisters,annelizabethcreations,NA,"annelizabethcreations: metropolitanmuseum,Space",-,Cloisters
SET 05,7634756582.jpg,Chapel in the Cloisters,annelizabethcreations,NA,"annelizabethcreations: metropolitanmuseum,Space",-,Cloisters
SET 05,7634758480.jpg,Pattern of the Ceiling in a Room in the Cloisters,annelizabethcreations,NA,"annelizabethcreations: metropolitanmuseum,Space",-,Cloisters
SET 05,7634760956.jpg,Peak of the Dome Ceiling in the Cloisters,annelizabethcreations,NA,"annelizabethcreations: metropolitanmuseum,Space",-,Cloisters
SET 05,7634762270.jpg,Hallway in the Cloisters,annelizabethcreations,NA,"annelizabethcreations: metropolitanmuseum,Space",-,Cloisters
SET 05,7634764420.jpg,Dome Ceiling in the Cloisters,annelizabethcreations,NA,"annelizabethcreations: metropolitanmuseum,Space",-,Cloisters
SET 05,7634765552.jpg,Windows in a Hallway of the Cloisters,annelizabethcreations,NA,"annelizabethcreations: metropolitanmuseum,Space",-,Cloisters
SET 05,7634767258.jpg,The Cloisters,annelizabethcreations,NA,"annelizabethcreations: metropolitanmuseum,Space",-,Cloisters
SET 05,8060237485.jpg,The Cloisters,piano.distance,NA,"NA,Space",-,Cloisters
SET 05,8060238622.jpg,The Cloisters,piano.distance,NA,"NA,Space",-,Cloisters
SET 06,2144697614.jpg,"Pulpit Relief with the Annunciation in the Cloisters, Sept. 2007",ElissaSCA,"Pulpit Relief with the Annunciation;Carrara Marble inlaid with serpentine;Italy, Tuscany, about 1200;From the church of San Piero Scheraggio at Florence ;;Accession # 60.140;;This relief is one of seven panels decorating a pulpit in the church of San Piero Scheraggio, which was dismantled sometime between 1410 and 1755. In medieval Italy, pulpits were used for the reading of the Gospels and the Epistles and were located on the south side of the choir. Here, the Virgin and the archangel Gabriel stand in separate niches under a city wall. The fluid treatment of the drapery, the form of the figures, and the combination of narrative reliefs with a background of inlaid serpentine are characteristic of Florentine sculpture around 1200.;;Text from the Cloisters label.;","ElissaSCA: cloisters,ElissaSCA: metropolitanmuseum,ElissaSCA: medieval,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: uptown,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: sculpture,ElissaSCA: relief,ElissaSCA: marble,ElissaSCA: christian,ElissaSCA: virgin,ElissaSCA: angel,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: fujifinepixs6000fd,ElissaSCA: romanesque,ElissaSCA: middleages,Space",-,Cloisters
SET 06,6925168332.jpg,Kneeling Virgin (detail),museumsNYC,"Attributed to Paolo Aquilano ;Made in, Aquila, Abruzzo, Italy / ca. 14741500;;The Metropolitan Museum of Art;<a href=http://bit.ly/HODzBG rel=nofollow>bit.ly/HODzBG</a>","museumsNYC: metropolitanmuseum,museumsNYC: thecloisters,museumsNYC: sculpture,Space",-,Cloisters
SET 06,7071245407.jpg,Roundel with Daniel Slaying the Dragon (detail),museumsNYC,"Made in, Antwerp or Brussels, South Netherland / Colorless glass, vitreous paint and silver stain / ca. 1520 ;;The Metropolitan Museum of Art;<a href=http://bit.ly/IZpOjP rel=nofollow>bit.ly/IZpOjP</a>","museumsNYC: stainedglass,museumsNYC: metropolitanmuseum,museumsNYC: thecloisters,Space",-,Cloisters
SET 06,7174384513.jpg,Cloisters Research Library,JFGryphon,"The Cloisters is a museum located in Fort Tryon Park, New York City. The building, which is a branch of the Metropolitan Museum of Art, was built in the 1930s resembling architectural elements of several European medieval abbeys. It is used to exhibit art and architecture from Medieval Europe....;-- Wikipedia","JFGryphon: cloistersresearchlibrary,JFGryphon: cloisters,JFGryphon: research,JFGryphon: library,JFGryphon: arthistory,Space",-,Cloisters
SET 06,7318309518.jpg,The Final Rest,Redhead Pictures,"The Cloisters, NYC","Redhead Pictures: nyc,Redhead Pictures: newyorkcity,Redhead Pictures: thecloisters,Redhead Pictures: medieval,Redhead Pictures: museum,Redhead Pictures: forttryon,Redhead Pictures: ancient,Redhead Pictures: jesus,Redhead Pictures: jesuschrist,Redhead Pictures: crucifixion,Redhead Pictures: death,Redhead Pictures: woodensculpture,Redhead Pictures: woodcarving,Space",-,Cloisters
SET 06,7318309930.jpg,If Looks Could Kill,Redhead Pictures,"The Cloisters, NYC","Redhead Pictures: nyc,Redhead Pictures: newyorkcity,Redhead Pictures: thecloisters,Redhead Pictures: medieval,Redhead Pictures: museum,Redhead Pictures: forttryon,Redhead Pictures: ancient,Redhead Pictures: woodensculpture,Redhead Pictures: woodcarving,Redhead Pictures: bust,Redhead Pictures: stonyglare,Space",-,Cloisters
SET 06,7318310434.jpg,Shopping List,Redhead Pictures,"The Cloisters, NYC","Redhead Pictures: nyc,Redhead Pictures: newyorkcity,Redhead Pictures: thecloisters,Redhead Pictures: medieval,Redhead Pictures: museum,Redhead Pictures: forttryon,Redhead Pictures: ancient,Redhead Pictures: writing,Redhead Pictures: print,Redhead Pictures: paper,Redhead Pictures: ink,Redhead Pictures: book,Space",-,Cloisters
SET 06,7318310832.jpg,"Goodbye, My Son",Redhead Pictures,"The Cloisters, NYC","Redhead Pictures: nyc,Redhead Pictures: newyorkcity,Redhead Pictures: thecloisters,Redhead Pictures: medieval,Redhead Pictures: museum,Redhead Pictures: forttryon,Redhead Pictures: ancient,Redhead Pictures: jesus,Redhead Pictures: jesuschrist,Redhead Pictures: crucifixion,Redhead Pictures: death,Redhead Pictures: saint,Redhead Pictures: mothermary,Redhead Pictures: marymagdalene,Redhead Pictures: woodensculpture,Redhead Pictures: woodcarving,Space",-,Cloisters
SET 06,7318311184.jpg,For All the World to See,Redhead Pictures,"The Cloisters, NYC","Redhead Pictures: nyc,Redhead Pictures: newyorkcity,Redhead Pictures: thecloisters,Redhead Pictures: medieval,Redhead Pictures: museum,Redhead Pictures: forttryon,Redhead Pictures: ancient,Redhead Pictures: jesus,Redhead Pictures: jesuschrist,Redhead Pictures: crucifixion,Redhead Pictures: death,Redhead Pictures: christonthecross,Redhead Pictures: woodensculpture,Redhead Pictures: woodcarving,Space",-,Cloisters
SET 06,7318311582.jpg,Courtyard,Redhead Pictures,"The Cloisters, NYC","Redhead Pictures: nyc,Redhead Pictures: newyorkcity,Redhead Pictures: thecloisters,Redhead Pictures: medieval,Redhead Pictures: museum,Redhead Pictures: forttryon,Redhead Pictures: ancient,Space",-,Cloisters
SET 06,7318312610.jpg,A Page Out of the Book,Redhead Pictures,"The Cloisters, NYC","Redhead Pictures: nyc,Redhead Pictures: newyorkcity,Redhead Pictures: thecloisters,Redhead Pictures: medieval,Redhead Pictures: museum,Redhead Pictures: forttryon,Redhead Pictures: ancient,Redhead Pictures: writing,Redhead Pictures: print,Redhead Pictures: paper,Redhead Pictures: ink,Redhead Pictures: book,Space",-,Cloisters
SET 06,7332684834.jpg,Cloisters_20120603_048.jpg,nsdodgers,NA,"nsdodgers: cloisters,nsdodgers: sky,nsdodgers: clouds,nsdodgers: stonework,Space",-,Cloisters
SET 06,7332685802.jpg,Cloisters_20120603_008.jpg,nsdodgers,NA,"nsdodgers: cloisters,nsdodgers: new,nsdodgers: jersey,nsdodgers: hudson,nsdodgers: river,nsdodgers: column,Space",-,Cloisters
SET 06,7332688116.jpg,Cloisters_20120603_014.jpg,nsdodgers,NA,"nsdodgers: cloisters,nsdodgers: arch,nsdodgers: stonework,Space",-,Cloisters
SET 06,7332689364.jpg,Cloisters_20120603_020.jpg,nsdodgers,NA,"nsdodgers: cloisters,nsdodgers: column,nsdodgers: window,nsdodgers: stonework,Space",-,Cloisters
SET 06,7352526206.jpg,Fuentiduena Chapel,Westsideguy,Cloisters,"NA,Space",-,Cloisters
SET 06,7352526562.jpg,Leek about to flower,Westsideguy,"Cloisters garden, Met","NA,Space",-,Cloisters
SET 06,7359612344.jpg,"IKEA in Old Europe, Three Apes Assembling a Trestle Table",JFGryphon,"The Cloisters is a museum located in Fort Tryon Park, New York City. The building, which is a branch of the Metropolitan Museum of Art, was built in the 1930s resembling architectural elements of several European medieval abbeys. It is used to exhibit art and architecture from Medieval Europe....;-- Wikipedia","JFGryphon: ikea,JFGryphon: oldeurope,JFGryphon: threeapesassemblingatrestletablecloisters,JFGryphon: newyork,Space",-,Cloisters
SET 06,7475323236.jpg,Magus,dnskct,The Cloisters Museum - NYC - June 30 2012,"dnskct: magi,dnskct: adoration,dnskct: nativity,dnskct: cloisters,dnskct: museum,dnskct: metropolitan,dnskct: art,dnskct: medieval,dnskct: june302012,dnskct: 6302012,Space",-,Cloisters
SET 07,1490149493.jpg,"Detail of a Fragment of a Floor Mosaic with a Personification of Ktisis in the Metropolitan Museum of Art, August 2007",ElissaSCA,"Personification of Ktisis (Foundation), first half of 6th century;Byzantine;Mosaic, marble, glass; 59 1/2 x 78 5/8 x 1 in. (151.1 x 199.7 x 2.5 cm);Harris Brisbane Dick Fund and Fletcher Fund, 1998 (1998.69);;This monumental bust of a richly bejeweled lady who wears large pearls in her ears, a necklace of delicate stones about her throat, and two broochesone clasping her yellow mantle and another at the tie of her dressis an example of the exceptional mosaics created throughout the Early Byzantine world in the first half of the sixth century. Both her elaborate diadem and the neckline of her dress are bordered with alternating black and white tesserae meant to suggest pearls. The addition of blue glass to represent sapphires, or &quot;hyacinths,&quot; among the red and green glass gemstones on the mosaic is characteristic of sixth-century Byzantine taste. The modeling of the lady's face with small olive-green and beige tesserae highlighted in white and shades of pink and the slightly asymmetrical arrangement of her large, softly staring eyes are typical of Byzantine painting of the period, which survives in the form of icons. Women with similar faces, hairstyles, necklaces, and pearl-bordered diadems carry martyrs' crowns in the early-sixth-century mosaics in the nave at Sant'Apollinare Nuovo in Ravenna. A mosaic image of the archangel Michael, dated to 549, and in the Church of Sant'Apollinare in Classe, near Ravenna, has the same hair and eyes, as does the mid-sixth-century bust of the &quot;Lady of Rank,&quot; thought to be from Constantinople, also in the Museum (The Cloisters Collection, 66.25). The rod that she holds, the measuring tool for the Roman foot, identifies her as a personification of the abstract concept of &quot;Ktisis,&quot; or Foundation, and symbolizes the donation, or foundation, of a building. Personifications of abstract ideas, as developed by the Stoic philosophers, remained popular in the Early Christian era. Images of Ktisis inscribed with her name, and often showing her holding the same measure, survive on the floor mosaics of bathhouses as well as churches throughout the Byzantine Empire, from Antioch and Cyprus to such African sites as Qasr-el-Lebia and Ras-el-Hilal. ;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/viewOne.asp?dep=17&amp;viewmode=0&amp;item=1998.69>www.metmuseum.org/Works_of_Art/viewOne.asp?dep=17&amp;vie...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: byzantine,ElissaSCA: mosaic,ElissaSCA: lateantique,ElissaSCA: fujifinepixs6000fd,Space",-,Cloisters
SET 07,2172880828.jpg,"Three Female Reliquary Busts in the Cloisters, Sept. 2007",ElissaSCA,NA,"ElissaSCA: cloisters,ElissaSCA: metropolitanmuseum,ElissaSCA: medieval,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: uptown,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: reliquary,ElissaSCA: bust,ElissaSCA: sculpture,ElissaSCA: fujifinepixs6000fd,Space",-,Cloisters
SET 07,2172880836.jpg,"Female Reliquary Bust in the Cloisters, Sept. 2007",ElissaSCA,NA,"ElissaSCA: cloisters,ElissaSCA: metropolitanmuseum,ElissaSCA: medieval,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: uptown,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: reliquary,ElissaSCA: bust,ElissaSCA: sculpture,ElissaSCA: photoshop,ElissaSCA: fujifinepixs6000fd,ElissaSCA: middleages,Space",-,Cloisters
SET 07,541656144.jpg,Grisaille Panel,The Loopweaver,"White glass and vitreous paint; originally French, <a href=http://www.metmuseum.org/Collections/search-the-collections/70009975 rel=nofollow>now in</a> The Cloisters.;;Cropped version of <a href=http://flickr.com/photos/loopweaver/541656132/>this photo</a>.","The Loopweaver: glass,The Loopweaver: stainedglass,The Loopweaver: medievalstainedglass,The Loopweaver: medieval,The Loopweaver: middleages,The Loopweaver: cloisters,The Loopweaver: thecloisters,The Loopweaver: metropolitanmuseumofart,The Loopweaver: metropolitanmuseum,The Loopweaver: metmuseum,The Loopweaver: art,The Loopweaver: artmuseum,The Loopweaver: artmuseums,The Loopweaver: grisaille,Space",-,Cloisters
SET 08,2144035553.jpg,"Fragment of a Figure in the Cloisters, Sept. 2007",ElissaSCA,"Fragment of a Figure;Carrara marble;Italy, Tuscany (probably Lucca), early 13th century;;Accession # 57.63;;With a water flask slung over its shoulder, this figure may represent Joseph on the flight into Egypt or the apostle James the Great, patron saint of pilgrims. In this period, niches with figures of pilgrims ornamented the pilgrimage routes. The extensive use of the drill and the swirling drapery pattern are hallmarks of sculpture produced in Lucca around 1200.;;Text from the Cloisters label.","ElissaSCA: cloisters,ElissaSCA: metropolitanmuseum,ElissaSCA: medieval,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: uptown,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: fragment,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: marble,ElissaSCA: christian,ElissaSCA: romanesque,ElissaSCA: fujifinepixs6000fd,ElissaSCA: italian,Space",-,Cloisters
SET 08,2144697612.jpg,"Seated Figure in the Cloisters, Sept. 2007",ElissaSCA,"Seated Figure (Prophet or Apostle?);Carrara marble and lead inlay;Italy, Tuscany (Lucca), about 1180-1200;Attributed to the Master of Santa Maria la Bianca;;Accession # 47.101.19;;The drapery of this seated prophet is characteristic of late-twelfth-century sculpture in Lucca, in particular the works of the Master of Santa Maria la Bianca. The architectonic function of the figure is uncertain, but it may originally have supported a public lectern and have been adapted to support a column or an arcade. Because of liturgical reforms, many medieval Italian pulpits were dismantled and their parts reused in other structures. The ropelike folds and ample use of drill work derive from the work of the Pisan sculptor Master Biduino but here are developed abstractly, emphasizing surface pattern.;;Text from the Cloisters label.","ElissaSCA: cloisters,ElissaSCA: metropolitanmuseum,ElissaSCA: medieval,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: uptown,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: sculpture,ElissaSCA: christian,ElissaSCA: marble,ElissaSCA: statue,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: fujifinepixs6000fd,ElissaSCA: romanesque,ElissaSCA: italian,Space",-,Cloisters
SET 08,2144898597.jpg,"Portion of a Pilaster with an Acrobat in the Cloisters, Sept. 2007",ElissaSCA,"Portion of a Pilaster Capital with an Acrobat, ca. 11501170;French; From the Abbey of Saint-Martin-de-Savigny (now destroyed), near Lyon;Limestone; H. 12 in. (30.5 cm), W. 9 in. (22.9 cm), D. 11 in. (27.9 cm);The Cloisters Collection, Purchase, 1947 (47.101.25);;Carved on the corner of what appears to have been the capital from a pilaster (projecting pier), a youthful acrobat contorts his body into a reverse arc. As if springing out from an acanthus background, the acrobat clutches his ankle with his chin touching the ground. Musicians and acrobats often appear in manuscripts and sculptures of the eleventh and twelfth century, amusing reminders of the world beyond the walls of the church or monastery.;;Text from: <a href=http://www.metmuseum.org/toah/hd/arch/ho_47.101.25.htm>www.metmuseum.org/toah/hd/arch/ho_47.101.25.htm</a>","ElissaSCA: cloisters,ElissaSCA: metropolitanmuseum,ElissaSCA: medieval,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: uptown,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: sculpture,ElissaSCA: fragment,ElissaSCA: romanesque,ElissaSCA: pilaster,ElissaSCA: fujifinepixs6000fd,ElissaSCA: french,ElissaSCA: middleages,Space",-,Cloisters
SET 08,2153016180.jpg,"Seated Virgin and Child in the Cloisters, Sept. 2007",ElissaSCA,"Seated Virgin and Child;Walnut with paint and gilding;France, Ile-de-France, about 1300-1350;;Accession # 25.120.290;;The elegant drapery folds, pitched knees, and engaging expression of this Virgin are characteristic of the Gothic style of 14th century France. The Virgin is represented as an ideal court lady, with a high waist, a high forehead, and delicate features; the Christ Child is depicted as a chubby-cheeked, playful infant. The sculpture is said, without confirmation, to come from the Royal Abbey Church of Saint-Denis, north of Paris.;;Text from the Cloisters label.","ElissaSCA: cloisters,ElissaSCA: metropolitanmuseum,ElissaSCA: medieval,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: uptown,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: virgin,ElissaSCA: child,ElissaSCA: christian,ElissaSCA: gothic,ElissaSCA: wood,ElissaSCA: fujifinepixs6000fd,ElissaSCA: christ,ElissaSCA: middleages,Space",-,Cloisters
SET 08,2155041162.jpg,"Statue of the Virgin in the Cloisters, Sept. 2007",ElissaSCA,"Virgin;Sandstone with original paint and gilding;Germany (present-day France), Strasbourg, about 1250;;Accession # 47.101.11;;This sculpture originally stood on the choir screen of Strasbourg Cathedral. Its place of honor near the center was marked by a canopy with angels holding a crown over the Virgin's head. A rosebush stood next to Mary and the now-missing Child, emphasizing Mary's role in the genealogy of Christ. Among the great examples of Gothic sculpture, this majestic figure is remarkable for its delicate modeling and the large, breaking folds of its mantle.;;Text from the Cloisters label.","ElissaSCA: cloisters,ElissaSCA: metropolitanmuseum,ElissaSCA: medieval,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: uptown,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: virgin,ElissaSCA: christian,ElissaSCA: fujifinepixs6000fd,ElissaSCA: gothic,ElissaSCA: middleages,Space",-,Cloisters
SET 08,5011483111.jpg,Monkey Carpentry,Chris Protopapas,"Stained Glass, Cloisters Museum, NY","Chris Protopapas: stainedglass,Chris Protopapas: monkeys,Chris Protopapas: medieval,Chris Protopapas: gothic,Chris Protopapas: cloisters,Chris Protopapas: carpentry,Chris Protopapas: visipix,Space",-,Cloisters
SET 08,6805143355.jpg,"Ivory Fragment with Personifications of Victory and the Nile in the Metropolitan Museum of Art, January 2011",ElissaSCA,"Fragment with Personifications of Victory and the Nile;;Date: 6th century ;;Geography: Made in, probably Egypt ;;Culture: Byzantine ;;Medium: Ivory ;;Dimensions: Overall: 1 x 2 7/16 x 1/4 in. (2.6 x 6.2 x 0.6 cm) ;;Classification: Ivories ;;Credit Line: The Cloisters Collection, 1971 ;;Accession Number: 1971.49.2;;Text from: <a href=http://www.metmuseum.org/Collections/search-the-collections/70005864 rel=nofollow>www.metmuseum.org/Collections/search-the-collections/7000...</a>;;These fragments may once have formed a single ivory celebrating the annual flooding of the Nile River. The Nike (personification of victory), holding a wreath, and the long-haired man (personification of the river) are surrounded by erotes, small childlike figures who in Egypt symbolized the number of feet that the river rose each year.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: fujifinepixs6000fd,ElissaSCA: 2011,ElissaSCA: ivory,ElissaSCA: fragment,ElissaSCA: relief,ElissaSCA: sculpture,ElissaSCA: byzantine,ElissaSCA: lateantique,Space",-,Cloisters
SET 08,6932358583.jpg,"Ivory Fragment with the Personification of Victory and the Nile in the Metropolitan Museum of Art, January 2011",ElissaSCA,"Fragment with Personifications of Victory and the Nile;;Date: 6th century ;;Geography: Made in, probably Egypt ;;Culture: Byzantine ;;Medium: Ivory ;;Dimensions: Overall: 1 x 2 7/16 x 1/4 in. (2.6 x 6.2 x 0.6 cm) ;;Classification: Ivories ;;Credit Line: The Cloisters Collection, 1971 ;;Accession Number: 1971.49.2;;Text from: <a href=http://www.metmuseum.org/Collections/search-the-collections/70005864 rel=nofollow>www.metmuseum.org/Collections/search-the-collections/7000...</a>;;These fragments may once have formed a single ivory celebrating the annual flooding of the Nile River. The Nike (personification of victory), holding a wreath, and the long-haired man (personification of the river) are surrounded by erotes, small childlike figures who in Egypt symbolized the number of feet that the river rose each year.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2011,ElissaSCA: sculpture,ElissaSCA: fujifinepixs6000fd,ElissaSCA: lateantique,ElissaSCA: byzantine,ElissaSCA: ivory,ElissaSCA: fragment,ElissaSCA: relief,Space",-,Cloisters
SET 09,2172581038.jpg,"The Temptation of Christ by the Devil Painting in the Cloisters, Sept. 2007",ElissaSCA,"The Temptation of Christ by the Devil ;;Fresco transferred to canvas;Spain, Castile-Leon, Soria, ca. 1120-1140;From the church of San Baudelio de Berlanga;;Accession #s: 61.248 ;;The church of San Baudelio in northern Castile was originally decorated with a complete cycle of wall paintings depicting the life of Christ above a row illustrating hunting scenes and various exotic animals. The New Testament scenes can be ascribed to a master who worked on the paintings at Santa Maria de Tahull, in the province of Lerida. According to contemporary accounts, animals were represented in fresco cycles for &quot;adornment and beauty only&quot; and did not have symbolic functions.;;Text from the Cloisters label.;","ElissaSCA: cloisters,ElissaSCA: metropolitanmuseum,ElissaSCA: medieval,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: uptown,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: christian,ElissaSCA: painting,ElissaSCA: fujifinepixs6000fd,ElissaSCA: spanish,Space",-,Cloisters
SET 09,2172581044.jpg,"Detail of the Shrine of St. Ann and the Holy Kinship in the Cloisters, Sept. 2007",ElissaSCA,"Shrine of Saint Anne and the Holy Kinship;Wood with polychromy and gilding;South Lowlands, late 15th century;;Accession # 25.120.201;;Text from the Cloisters label.","ElissaSCA: cloisters,ElissaSCA: metropolitanmuseum,ElissaSCA: medieval,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: uptown,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: christian,ElissaSCA: sculpture,ElissaSCA: gothic,ElissaSCA: shrine,ElissaSCA: fujifinepixs6000fd,ElissaSCA: middleages,Space",-,Cloisters
SET 09,6415557341.jpg,the cloisters,branko_,branko;<a href=http://www.a2b1.com rel=nofollow>www.a2b1.com</a>;youtube channel: <a href=http://www.youtube.com/a2b1 rel=nofollow>www.youtube.com/a2b1</a>,"branko_: manhattan,branko_: new,branko_: york,branko_: city,branko_: the,branko_: cloisters,branko_: metropolitan,branko_: museum,branko_: art,branko_: leica,branko_: m9,branko_: branko,branko_: medieval,branko_: metropolitanmuseum,Space",-,Cloisters
SET 09,6415558169.jpg,bishop with hand of sabazius,branko_,"branko;<a href=http://www.a2b1.com rel=nofollow>www.a2b1.com</a>;youtube channel: <a href=http://www.youtube.com/a2b1 rel=nofollow>www.youtube.com/a2b1</a>;; Lituus was the Soothsayer's tool and power emblem. They were used in ancient Babylon, Egypt, and in the city of the diviners, Vaticanus.;A diviner would offer a sacrifice and place the Lituus pointing to an specific space of the heavens, birds flying within that space would &quot;tell&quot; the diviner, the future.;As the superpagan Roman religion became Roman Catholicism, the same diviners became the new priests of the new religion.;The priests of the Roman Catholic Religion, kept all the iconography from paganism. The fish head from the priest's of Dagon, from ancient Babylon. The clothes of the priests of Babylon, are the clothes used by the present priests during Mass in Roman Catholic Churches.;The water carried by the eunuch priests from Babylon, became the Holy Water of Catholicism.;Roman Catholic priests are called &quot;father&quot;, and the priests of the temples of Mithra (Sun God), were called &quot;Pater&quot;;And the cross of Tammuz, son and husband of Semiramis-Ishtar, the same cross that was in all the priestly vestments and temples in ancient Babylon, became the cross of Roman Catholicism.;For your information, Jesus was placed on a &quot;single upright pole&quot; (stauros);As you walk into a Roman Catholic Church nowadays, you'll dip your hand in supposedly &quot;holy water&quot; and you'll make the sign of Tammuz's cross on your forehead. Yes from that moment on, you're consecrated to Tammuz.;Then you'll participate on the re-enactment of the death of Jesus.;As such situation evolves, the priest will give the participants of the mass, pieces of bread. The same pieces of bread which were consecrated to Ishtar in ancient Babylon.;Once you put it together, you'll realize that you just participated in a Babylonian rite of adoration to the sun god and to the queen of heaven. The iconography is exactly the same, the names of Jesus and Virgin Mary have been changed, just to fool you a little.","branko_: manhattan,branko_: new,branko_: york,branko_: city,branko_: the,branko_: cloisters,branko_: metropolitan,branko_: museum,branko_: art,branko_: leica,branko_: m9,branko_: branko,branko_: medieval,branko_: bishop,branko_: hand,branko_: sabazius,branko_: metropolitanmuseum,Space",-,Cloisters
