Category,File Name,Accession #,Title,Creator,Description,Keywords,Title,PrimaryArtistName,galleryLink,gallery,InTheMuseumList Name,InTheMuseumList Url,ClassificationList,whatList,CRDID,checkAccNo,scrapiurl,meturl,flickrid,flickrpageurl,flickrimageurl,flickrimageurl_text,username,nsid,pathalias,,,,,,,,,,,
SET 03,1205029176.jpg,40.11.1a,"Marble Portrait of the Emperor Caracalla in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Portrait of the emperor Caracalla;Roman, Severan, A.D. 212217;Marble; height: 14 1/4 in. (36.2 cm);The Metropolitan Museum of Art, New York, Samuel D. Lee Fund, 1940;(40.11.1a) ;;Text from: <a href=http://www.metmuseum.org/special/greek_roman/viewone.asp?item=24>www.metmuseum.org/special/greek_roman/viewone.asp?item=24</a>  addl accession","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: 2007,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: caracalla,ElissaSCA: portrait,ElissaSCA: marble,ElissaSCA: sculpture,ElissaSCA: fujifinepixs6000fd,ElissaSCA: emperor,Description,AccessionInDesc,3D,Artwork",Marble portrait of the emperor Caracalla, ,/visit/museum-map/galleries/greek-and-roman/169,169,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Stone Sculpture,"Sculpture,Stone,Marble",253592,40.11.1a,http://scrapi.org/object/253592,http://www.metmuseum.org/collection/the-collection-online/search/253592,1205029176,https://www.flickr.com/photos/elissacorsini/1205029176/,http://c2.staticflickr.com/2/1376/1205029176_deea4f0806.jpg,http://c2.staticflickr.com/2/1376/1205029176_deea4f0806.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,1205029190.jpg,40.11.1a,"Marble Portrait of the Emperor Caracalla in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Portrait of the emperor Caracalla;Roman, Severan, A.D. 212217;Marble; height: 14 1/4 in. (36.2 cm);The Metropolitan Museum of Art, New York, Samuel D. Lee Fund, 1940;(40.11.1a) ;;Text from: <a href=http://www.metmuseum.org/special/greek_roman/viewone.asp?item=24>www.metmuseum.org/special/greek_roman/viewone.asp?item=24</a>  addl accession","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: 2007,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: caracalla,ElissaSCA: portrait,ElissaSCA: marble,ElissaSCA: sculpture,ElissaSCA: fujifinepixs6000fd,ElissaSCA: emperor,Description,AccessionInDesc,3D,Artwork",Marble portrait of the emperor Caracalla, ,/visit/museum-map/galleries/greek-and-roman/169,169,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Stone Sculpture,"Sculpture,Stone,Marble",253592,40.11.1a,http://scrapi.org/object/253592,http://www.metmuseum.org/collection/the-collection-online/search/253592,1205029190,https://www.flickr.com/photos/elissacorsini/1205029190/,http://c2.staticflickr.com/2/1137/1205029190_0a6d64347c.jpg,http://c2.staticflickr.com/2/1137/1205029190_0a6d64347c.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,1205029180.jpg,40.11.1a,"Marble Portrait of the Emperor Caracalla in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Portrait of the emperor Caracalla;Roman, Severan, A.D. 212217;Marble; height: 14 1/4 in. (36.2 cm);The Metropolitan Museum of Art, New York, Samuel D. Lee Fund, 1940;(40.11.1a) ;;Text from: <a href=http://www.metmuseum.org/special/greek_roman/viewone.asp?item=24>www.metmuseum.org/special/greek_roman/viewone.asp?item=24</a>  addl accession","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: 2007,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: caracalla,ElissaSCA: portrait,ElissaSCA: marble,ElissaSCA: sculpture,ElissaSCA: fujifinepixs6000fd,ElissaSCA: emperor,Description,AccessionInDesc,3D,Artwork",Marble portrait of the emperor Caracalla, ,/visit/museum-map/galleries/greek-and-roman/169,169,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Stone Sculpture,"Sculpture,Stone,Marble",253592,40.11.1a,http://scrapi.org/object/253592,http://www.metmuseum.org/collection/the-collection-online/search/253592,1205029180,https://www.flickr.com/photos/elissacorsini/1205029180/,http://c2.staticflickr.com/2/1410/1205029180_3d4e0b8344.jpg,http://c2.staticflickr.com/2/1410/1205029180_3d4e0b8344.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,1722382212.jpg,74.51.2453,"Cypriot Sarcophagus in the Metropolitan Museum of Art, August 2007",ElissaSCA,"Sarcophagus, second quarter of 5th century B.C.; Archaic;Cypriot; From Amathus;Limestone; H. 62 in. (157.5 cm);The Cesnola Collection, Purchased by subscription, 1874-76 (74.51.2453);;On the long sides: (A) procession of two chariots, two horsemen, (B) two chariots, two footmen; on the short sides: (A) mother goddesses, (B) Bes;;The Amathus sarcophagus, arguably the single most important object in the Cesnola Collection at the Metropolitan Museum, is unique among ancient Cypriot sculptures in its monumentality, its exceptionally high relief, and the preservation of its polychrome.;;The primary scenes on the long sides of the sarcophagus depict a procession of chariots escorted by attendants on horseback and followed by foot soldiers. Most likely, the figure standing under a parasol in the first chariot represents the deceased. His horses, like the others, are richly caparisoned, but the wheels of his chariot have fewer spokes. Splendidly embellished horses and chariot poles are part of a long tradition on Cyprus, although scholars have suggested that the prototypes for the chariot procession on the Amathus sarcophagus may have been Graeco-Persian reliefs.;;One of the short sides of the sarcophagus originally was decorated with four figures of the Egyptian god Bes. The cult of Bes was especially popular at Amathus, primarily because of the Phoenician presence in the city. The other short side of the sarcophagus shows four standing figures of the Phoenician goddess Astarte. Nude except for their ornate necklaces, the four figures of the goddess hold their breasts in a pose that is well attested in Cypriot terracotta sculpture from the sixth century B.C. The temple of Astarte, located on the acropolis of Amathus, was one of the most important sanctuaries on Cyprus. The depictions of Bes and Astarte on this particular sarcophagus suggest the importance of procreation to the deceased.;;Most of the architectural moldings and the decorative details on the sarcophagus, such as the carved palmettes and ivy leaves that fill the four panels, are of eastern Greek origin. Other floral motifs, such as the tree of life and a frieze of lotus flowers and buds, had a long tradition in Cypriot vase painting and other arts of the Archaic and later periods. The figural panels are framed by a variety of vegetal ornaments, while the gabled lid once featured a pair of sphinxes and a palmette at each end. The thorough integration of Greek, Persian, Egyptian, and Cypriot stylistic elements on the Amathus sarcophagus is characteristic of Cypriot art and culture during the fifth century B.C.; ;Text from: <a href=http://www.metmuseum.org/TOAH/ho/04/wae/hod_74.51.2453.htm>www.metmuseum.org/TOAH/ho/04/wae/hod_74.51.2453.htm</a>  addl accession","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: sculpture,ElissaSCA: relief,ElissaSCA: sarcophagus,ElissaSCA: cyprus,ElissaSCA: fujifinepixs6000fd,Description,AccessionInDesc,3D,Artwork",Limestone sarcophagus: the Amathus sarcophagus, ,/visit/museum-map/galleries/greek-and-roman/174,174,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Stone Sculpture,"Sculpture,Stone,Limestone,Funerary containers,Coffins,Sarcophagi",242006,74.51.2453,http://scrapi.org/object/242006,http://www.metmuseum.org/collection/the-collection-online/search/242006,1722382212,https://www.flickr.com/photos/elissacorsini/1722382212/,http://c2.staticflickr.com/3/2386/1722382212_d8acba839e.jpg,http://c2.staticflickr.com/3/2386/1722382212_d8acba839e.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,2072708768.jpg,42.201.7,"Marble Statuette of a Male Figure with Shaggy Hair in the Metropolitan Museum of Art, Sept. 2007",ElissaSCA,"Marble statuette of a male figure with shaggy hair;Roman, Imperial period, 1st or 2nd century AD;Copy or variant of a Greek statue of the 3rd or 2nd centuries BC;;Accession # 42.201.7;;The figure is shown in a spiralling upward movement, perhaps in dance or in blowing on an instrument. Tritons, with their long fish tails, are often shown with wild hair and powerful torsos. This could be such a sea creature, possibly blowing on a conch shell.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: met,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: marble,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,3D,Artwork",Marble statuette of a male figure with shaggy hair, ,/visit/museum-map/galleries/greek-and-roman/162,162,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Stone Sculpture,"Sculpture,Stone,Statues,Figurines,Marble",254492,42.201.7,http://scrapi.org/object/254492,http://www.metmuseum.org/collection/the-collection-online/search/254492,2072708768,https://www.flickr.com/photos/elissacorsini/2072708768/,http://c2.staticflickr.com/3/2191/2072708768_f827a66db6.jpg,http://c2.staticflickr.com/3/2191/2072708768_f827a66db6.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,1205029204.jpg,40.11.1a,"Marble Portrait of the Emperor Caracalla in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Portrait of the emperor Caracalla;Roman, Severan, A.D. 212217;Marble; height: 14 1/4 in. (36.2 cm);The Metropolitan Museum of Art, New York, Samuel D. Lee Fund, 1940;(40.11.1a) ;;Text from: <a href=http://www.metmuseum.org/special/greek_roman/viewone.asp?item=24>www.metmuseum.org/special/greek_roman/viewone.asp?item=24</a>  addl accession","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: 2007,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: caracalla,ElissaSCA: portrait,ElissaSCA: marble,ElissaSCA: sculpture,ElissaSCA: fujifinepixs6000fd,ElissaSCA: emperor,Description,AccessionInDesc,3D,Artwork",Marble portrait of the emperor Caracalla, ,/visit/museum-map/galleries/greek-and-roman/169,169,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Stone Sculpture,"Sculpture,Stone,Marble",253592,40.11.1a,http://scrapi.org/object/253592,http://www.metmuseum.org/collection/the-collection-online/search/253592,1205029204,https://www.flickr.com/photos/elissacorsini/1205029204/,http://c2.staticflickr.com/2/1392/1205029204_9c68f9941c.jpg,http://c2.staticflickr.com/2/1392/1205029204_9c68f9941c.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,2778974986.jpg,14.130.2,"Bronze Portrait of a Man Identified as Marcus Agrippa in the Metropolitan Museum of Art, February 2008",ElissaSCA,"Bronze portrait of a man identified as M. Agrippa;Roman, Julio-Claudian, early 1st century AD;;Accession # 14.130.2;;The bronze head was discovered on August 11, 1904, near the Arch of Augustus in Susa, a town in northern Italy not far from Turin. It clearly belonged to an impressive, full-length statue, but despite a careful search of the find-spot, only some small fragments of the rest of the piece were found. The identification of the head as that of Marcus Agrippa appears to be confirmed by an inscribed stone base that was also discovered. ;;Agrippa was one of Augustus closest friends and supporters, who played a role in the civil wars during the 30s BC. ;;Thereafter, he acted almost as second-in-command to the emperor and as his roving ambassador, dealing with troubles in various parts of the Empire. Agrippa was rewarded with many titles and offices, including the consulship on three occasions, and in 21 BC, he married Augustus daughter Julia. Through her he was grandfather and great grandfather to the emperors Gaius (Caligula) and Nero, respectively.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: bronze,ElissaSCA: roman,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: head,ElissaSCA: portrait,ElissaSCA: agrippa,ElissaSCA: fujifinepixs6000fd,ElissaSCA: empire,AccessionInDesc,Description,3D,Artwork","Bronze portrait of a man, identified as M. Agrippa", ,/visit/museum-map/galleries/greek-and-roman/166,166,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Bronzes,"Metal,Copper alloy,Bronze,Figures,Busts",248892,14.130.2,http://scrapi.org/object/248892,http://www.metmuseum.org/collection/the-collection-online/search/248892,2778974986,https://www.flickr.com/photos/elissacorsini/2778974986/,http://c2.staticflickr.com/4/3037/2778974986_60d0556f9b.jpg,http://c2.staticflickr.com/4/3037/2778974986_60d0556f9b.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,2077940447.jpg,60.11.1,"Nenfro Statue of a Winged Lion in the Metropolitan Museum of Art, Sept. 2007",ElissaSCA,"Nenfro statue of a winged lion;Etruscan, ca. 550 BC;;Accession # 60.11.1;;Several statues of this type, made from nenfro, a kind of volcanic stone used extensively at Vulci, depict winged lions and sphinxes. These were set up to protect the entrances to subterranean chamber tombs covered by a tumulus (earthen mound). They often appear in pairs and represent the Etruscan response to a long tradition of guardian figures stretching back to ancient Egypt and the Near East.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: met,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: sculpture,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: etruscan,ElissaSCA: statue,ElissaSCA: lion,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,3D,Artwork",Nenfro statue of a winged lion, ,/visit/museum-map/galleries/greek-and-roman/170,170,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Stone Sculpture,"Sculpture,Stone,Statues",255059,60.11.1,http://scrapi.org/object/255059,http://www.metmuseum.org/collection/the-collection-online/search/255059,2077940447,https://www.flickr.com/photos/elissacorsini/2077940447/,http://c2.staticflickr.com/3/2411/2077940447_5d20006cb2.jpg,http://c2.staticflickr.com/3/2411/2077940447_5d20006cb2.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,2784544600.jpg,61.11.17,"Fragment of an Etruscan Nenfro Tomb Slab in the Metropolitan Museum of Art, February 2008",ElissaSCA,"Fragment of a nenfro tomb-slab;Etruscan, probably Tarquinian, ca. 600-550 BC;;Accession # 61.11.17;;This is the lower-left corner of a much larger stone slab that probably originally depicted three vertical rows of square panels, each with an animal or figure, separated by plain stepped patterns. The entire slab, which measured about three feet by seven feet, once may have formed part of an enclosure for a tomb. A few vestiges of red color show that the stag on this fragment was once painted. A number of related examples come from Tarquinia, a city famous for its subterranean frescoed tombs.;;Text from the Metropolitan Museum of Art label.;","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: etruscan,ElissaSCA: relief,ElissaSCA: sculpture,ElissaSCA: fragment,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,3D,Artwork",Nenfro tomb-slab fragment, ,/visit/museum-map/galleries/greek-and-roman/170,170,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Stone Sculpture,"Sculpture,Fragments,Stone,Reliefs",255107,61.11.17,http://scrapi.org/object/255107,http://www.metmuseum.org/collection/the-collection-online/search/255107,2784544600,https://www.flickr.com/photos/elissacorsini/2784544600/,http://c2.staticflickr.com/4/3024/2784544600_b48a6fe120.jpg,http://c2.staticflickr.com/4/3024/2784544600_b48a6fe120.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,2077940441.jpg,60.11.1,"Nenfro Statue of a Winged Lion in the Metropolitan Museum of Art, Sept. 2007",ElissaSCA,"Nenfro statue of a winged lion;Etruscan, ca. 550 BC;;Accession # 60.11.1;;Several statues of this type, made from nenfro, a kind of volcanic stone used extensively at Vulci, depict winged lions and sphinxes. These were set up to protect the entrances to subterranean chamber tombs covered by a tumulus (earthen mound). They often appear in pairs and represent the Etruscan response to a long tradition of guardian figures stretching back to ancient Egypt and the Near East.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: met,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: sculpture,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: etruscan,ElissaSCA: statue,ElissaSCA: lion,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,3D,Artwork",Nenfro statue of a winged lion, ,/visit/museum-map/galleries/greek-and-roman/170,170,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Stone Sculpture,"Sculpture,Stone,Statues",255059,60.11.1,http://scrapi.org/object/255059,http://www.metmuseum.org/collection/the-collection-online/search/255059,2077940441,https://www.flickr.com/photos/elissacorsini/2077940441/,http://c2.staticflickr.com/3/2256/2077940441_995318ad81.jpg,http://c2.staticflickr.com/3/2256/2077940441_995318ad81.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,2783630125.jpg,96.9.433,"Etruscan Bronze Statuette of Warrior in the Metropolitan Museum of Art, February 2008",ElissaSCA,"Bronze Statuette of a Warrior;Etruscan, 5th century BC;;Accession # 96.9.433;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: etruscan,ElissaSCA: bronze,ElissaSCA: sculpture,ElissaSCA: fujifinepixs6000fd,ElissaSCA: classical,AccessionInDesc,Description,3D,Artwork",Bronze statuette of a warrior, ,/visit/museum-map/galleries/greek-and-roman/170,170,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Bronzes,"Metal,Sculpture,Copper alloy,Bronze,Statues,Figurines",246433,96.9.433,http://scrapi.org/object/246433,http://www.metmuseum.org/collection/the-collection-online/search/246433,2783630125,https://www.flickr.com/photos/elissacorsini/2783630125/,http://c2.staticflickr.com/4/3039/2783630125_dd5cd1ae71.jpg,http://c2.staticflickr.com/4/3039/2783630125_dd5cd1ae71.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,2783754833.jpg,24.97.10,"Etruscan Tufa Head of a Sphinx or Siren in the Metropolitan Museum of Art, February 2008",ElissaSCA,"Tufa head of a sphinx or siren;Etruscan, probably Vulcian, ca. 550-525 BC;;Accession # 24.97.10;;This large head, made of volcanic stone, probably represents a sphinx or siren. Statues of both mythical creatures, usually depicted by the ancients with human female heads and winged animal or bird bodies, were often placed as guardians at the entrances to Etruscan tombs. The large winged lion on display in this gallery is a better preserved example of the same type of stone sculpture. The style of this female head, with its almond-shaped eyes, Archaic smile, and wig-like hair arrangement is strongly reminiscent of Greek, especially Ionian examples. A number of related sculptures, all associated with ancient tombs at Vulci, are in other collections. One of the closest parallels for the Museum's head is in the Ny Carlsberg Glyptotek, Copenhagen.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: sculpture,ElissaSCA: etruscan,ElissaSCA: head,ElissaSCA: fujifinepixs6000fd,ElissaSCA: archaic,ElissaSCA: monster,AccessionInDesc,Description,3D,Artwork",Tufa head of sphinx or siren, ,/visit/museum-map/galleries/greek-and-roman/170,170,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Stone Sculpture,"Sculpture,Stone,Limestone,Tufa",251472,24.97.10,http://scrapi.org/object/251472,http://www.metmuseum.org/collection/the-collection-online/search/251472,2783754833,https://www.flickr.com/photos/elissacorsini/2783754833/,http://c2.staticflickr.com/4/3085/2783754833_88dbfb57e1.jpg,http://c2.staticflickr.com/4/3085/2783754833_88dbfb57e1.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,2783754841.jpg,24.97.10,"Etruscan Tufa Head of a Sphinx or Siren in the Metropolitan Museum of Art, February 2008",ElissaSCA,"Tufa head of a sphinx or siren;Etruscan, probably Vulcian, ca. 550-525 BC;;Accession # 24.97.10;;This large head, made of volcanic stone, probably represents a sphinx or siren. Statues of both mythical creatures, usually depicted by the ancients with human female heads and winged animal or bird bodies, were often placed as guardians at the entrances to Etruscan tombs. The large winged lion on display in this gallery is a better preserved example of the same type of stone sculpture. The style of this female head, with its almond-shaped eyes, Archaic smile, and wig-like hair arrangement is strongly reminiscent of Greek, especially Ionian examples. A number of related sculptures, all associated with ancient tombs at Vulci, are in other collections. One of the closest parallels for the Museum's head is in the Ny Carlsberg Glyptotek, Copenhagen.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: sculpture,ElissaSCA: etruscan,ElissaSCA: head,ElissaSCA: fujifinepixs6000fd,ElissaSCA: archaic,ElissaSCA: monster,AccessionInDesc,Description,3D,Artwork",Tufa head of sphinx or siren, ,/visit/museum-map/galleries/greek-and-roman/170,170,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Stone Sculpture,"Sculpture,Stone,Limestone,Tufa",251472,24.97.10,http://scrapi.org/object/251472,http://www.metmuseum.org/collection/the-collection-online/search/251472,2783754841,https://www.flickr.com/photos/elissacorsini/2783754841/,http://c2.staticflickr.com/4/3017/2783754841_4276dbd5f7.jpg,http://c2.staticflickr.com/4/3017/2783754841_4276dbd5f7.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,2812094230.jpg,2001.761.8,"Etruscan Terracotta 4-Handled Amphora in the Metropolitan Museum of Art, February 2008",ElissaSCA,"Terracotta Four-Handled Amphora (jar);Etruscan, Italo-Corinthian, ca. 675-650 BC;Three felines and a winged bird;;Accession # 2001.761.8;;This type of vase represents a local response to the animals painted on ProtoCorinthian pottery imported from Greece. Although the felines are standard types, the odd griffin-like hybrid is a unique invention.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: etruscan,ElissaSCA: terracotta,ElissaSCA: vase,ElissaSCA: pottery,ElissaSCA: clay,ElissaSCA: painting,ElissaSCA: amphora,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,3D,Artwork",Terracotta four-handled amphora (jar), ,/visit/museum-map/galleries/greek-and-roman/170,170,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Vases,"Clay,Vessels,Vases,Terracotta",257602,2001.761.8,http://scrapi.org/object/257602,http://www.metmuseum.org/collection/the-collection-online/search/257602,2812094230,https://www.flickr.com/photos/elissacorsini/2812094230/,http://c2.staticflickr.com/4/3293/2812094230_6a8c34bf3e.jpg,http://c2.staticflickr.com/4/3293/2812094230_6a8c34bf3e.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,2786704051.jpg,29.131.3r1–r2,"Etruscan Bronze and Iron Fittings for a Cart or Chariot in the Metropolitan Museum of Art, February 2008",ElissaSCA,"Bronze and iron fittings from a cart or chariot;Etruscan, ca. 500-480 BC;;Accession Numbers: 29.131.3a-u;;This large collection of bronze fittings, many of with their iron or bronze nails still preserved, once belonged to a wheeled wooden cart or chariot. Because all of the larger elements have a flat back, we can assume that they came from a vehicle that was basically rectilinear rather than curved like the Monteleone Chariot displayed in this gallery. In a number of instances, the same Etruscan tomb contained both a chariot and a light cart that perhaps served as a hearse to carry the deceased into the cemetery. The precise function of the vehicle represented here is unknown.;;Text from the Metropolitan Museum of Art label","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: etruscan,ElissaSCA: bronze,ElissaSCA: sculpture,ElissaSCA: fujifinepixs6000fd,ElissaSCA: archaic,ElissaSCA: iron,AccessionInDesc,Description,3D,Artwork","Chariot fragments, sockets", ,/visit/museum-map/galleries/greek-and-roman/170,170,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Bronzes,"Metal,Copper alloy,Fragments,Bronze,Iron and iron alloy,Iron,Chariots,Sockets",253027,29.131.3r1–r2,http://scrapi.org/object/253027,http://www.metmuseum.org/collection/the-collection-online/search/253027,2786704051,https://www.flickr.com/photos/elissacorsini/2786704051/,http://c2.staticflickr.com/4/3226/2786704051_15a56b7ae1.jpg,http://c2.staticflickr.com/4/3226/2786704051_15a56b7ae1.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
